scenario,n_society,alpha,primary_metric,primary_failure_mean,primary_failure_n,primary_failure_successes,primary_failure_ci_low,primary_failure_ci_high,primary_failure_score_mean,collapse_rate_mean,collapse_rate_ci_low,collapse_rate_ci_high,max_collapse_score_mean,retail_loss_pct_mean,liquidity_stress_mean,cancel_rate_mean,spoof_depth_to_liquidity_mean,wash_share_mean,volume_distortion_mean,withdrawal_loss_mean
s1,500,0.0,generic_collapse,0.2,30,6,0.0950510717728987,0.3730569641314825,0.8118989841018893,0.2,0.0950510717728987,0.3730569641314825,0.8118989841018893,0.00027742978416945164,1.0147901872852534,0.0,0.0,0.0,0.0,0.0
s1,500,0.0075,generic_collapse,0.3333333333333333,30,10,0.19230498083676134,0.5121994835545616,0.9356895832121951,0.3333333333333333,0.19230498083676134,0.5121994835545616,0.9356895832121951,0.00026782380066365776,1.129117144397535,0.0,0.0,0.0,0.0,0.0
s1,500,0.01,generic_collapse,0.4666666666666667,30,14,0.30232388907699753,0.638577003801267,0.980993041103464,0.4666666666666667,0.30232388907699753,0.638577003801267,0.980993041103464,0.00019229408280005815,1.1836066162527232,0.0,0.0,0.0,0.0,0.0
s1,500,0.0125,generic_collapse,0.4666666666666667,30,14,0.30232388907699753,0.638577003801267,0.9717143950315461,0.4666666666666667,0.30232388907699753,0.638577003801267,0.9717143950315461,0.00028642053581001274,1.1729578741361995,0.0,0.0,0.0,0.0,0.0
s1,500,0.015,generic_collapse,0.5666666666666667,30,17,0.3919730700081361,0.7262251442353347,1.0325474425282233,0.5666666666666667,0.3919730700081361,0.7262251442353347,1.0325474425282233,0.00021679832089795202,1.2036892924694231,0.0,0.0,0.0,0.0,0.0
s1,500,0.0175,generic_collapse,0.5333333333333333,30,16,0.36142299619873297,0.6976761109230025,1.0291365440568394,0.5333333333333333,0.36142299619873297,0.6976761109230025,1.0291365440568394,0.00029458591766538475,1.1908704216166273,0.0,0.0,0.0,0.0,0.0
s1,500,0.02,generic_collapse,0.7666666666666667,30,23,0.5907167384187784,0.8820761185551049,1.0430421752738075,0.7666666666666667,0.5907167384187784,0.8820761185551049,1.0430421752738075,0.000286515448996436,1.193095042991689,0.0,0.0,0.0,0.0,0.0
s1,500,0.025,generic_collapse,0.8666666666666667,30,26,0.703186733179637,0.9469034451594526,1.0796359331531764,0.8666666666666667,0.703186733179637,0.9469034451594526,1.0796359331531764,0.0003289492702960989,1.2136790816166119,0.0,0.0,0.0,0.0,0.0
s1,500,0.03,generic_collapse,0.9333333333333333,30,28,0.7867654163738308,0.9815229762087295,1.1090964919900752,0.9333333333333333,0.7867654163738308,0.9815229762087295,1.1090964919900752,0.0004902975609189226,1.2161945764905135,0.0,0.0,0.0,0.0,0.0
s1,500,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.2106157154135382,1.0,0.8864866068260312,0.9999999999999999,1.2106157154135382,0.000649964809237365,1.244636490716258,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0,generic_collapse,0.16666666666666666,30,5,0.0733654237184855,0.3356435050641603,0.8034567821345819,0.16666666666666666,0.0733654237184855,0.3356435050641603,0.8034567821345819,0.0002836597835223004,1.0042697613193916,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0075,generic_collapse,0.36666666666666664,30,11,0.21873920806100708,0.5448643634520511,0.9556419504028254,0.36666666666666664,0.21873920806100708,0.5448643634520511,0.9556419504028254,0.00030410392241409146,1.1407170999871796,0.0,0.0,0.0,0.0,0.0
s1,1000,0.01,generic_collapse,0.36666666666666664,30,11,0.21873920806100708,0.5448643634520511,0.9851006820231805,0.36666666666666664,0.21873920806100708,0.5448643634520511,0.9851006820231805,0.00016690001340500808,1.1556162577926798,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0125,generic_collapse,0.4,30,12,0.24590628116801852,0.5767963974667752,1.0055651348424022,0.4,0.24590628116801852,0.5767963974667752,1.0055651348424022,0.00022139065931801272,1.1744917794155265,0.0,0.0,0.0,0.0,0.0
s1,1000,0.015,generic_collapse,0.5333333333333333,30,16,0.36142299619873297,0.6976761109230025,1.026277018479091,0.5333333333333333,0.36142299619873297,0.6976761109230025,1.026277018479091,0.0002278268295949775,1.1828824305902386,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0175,generic_collapse,0.7,30,21,0.5212421254128504,0.8333525173175619,1.0709919388479308,0.7,0.5212421254128504,0.8333525173175619,1.0709919388479308,0.00025093015368317823,1.2110323136906742,0.0,0.0,0.0,0.0,0.0
s1,1000,0.02,generic_collapse,0.9,30,27,0.7437891742081593,0.9654001112526658,1.0579098391157962,0.9,0.7437891742081593,0.9654001112526658,1.0579098391157962,0.0002856494787715275,1.1908402154737596,0.0,0.0,0.0,0.0,0.0
s1,1000,0.025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.1358739842548007,1.0,0.8864866068260312,0.9999999999999999,1.1358739842548007,0.00043940946032923895,1.2420557439122766,0.0,0.0,0.0,0.0,0.0
s1,1000,0.03,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.1490876743731488,1.0,0.8864866068260312,0.9999999999999999,1.1490876743731488,0.0005424183584584173,1.225114257428076,0.0,0.0,0.0,0.0,0.0
s1,1000,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.2746643567654203,1.0,0.8864866068260312,0.9999999999999999,1.2746643567654203,0.0007858698756731464,1.3007615267248578,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0,generic_collapse,0.2,30,6,0.0950510717728987,0.3730569641314825,0.8309175711638978,0.2,0.0950510717728987,0.3730569641314825,0.8309175711638978,0.0002772100649455687,1.0385469469816995,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0075,generic_collapse,0.3333333333333333,30,10,0.19230498083676134,0.5121994835545616,0.9513068670121481,0.3333333333333333,0.19230498083676134,0.5121994835545616,0.9513068670121481,0.00019700581672625646,1.1422352565861673,0.0,0.0,0.0,0.0,0.0
s1,2000,0.01,generic_collapse,0.4,30,12,0.24590628116801852,0.5767963974667752,0.9829481631271441,0.4,0.24590628116801852,0.5767963974667752,0.9829481631271441,0.00015628827746736157,1.1578906416431598,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0125,generic_collapse,0.5,30,15,0.33154125640533766,0.6684587435946623,1.0078440243820548,0.5,0.33154125640533766,0.6684587435946623,1.0078440243820548,0.00022851535594416188,1.160728274941923,0.0,0.0,0.0,0.0,0.0
s1,2000,0.015,generic_collapse,0.5666666666666667,30,17,0.3919730700081361,0.7262251442353347,1.0504911776004477,0.5666666666666667,0.3919730700081361,0.7262251442353347,1.0504911776004477,0.00020391108224958234,1.2055871880817508,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0175,generic_collapse,0.8666666666666667,30,26,0.703186733179637,0.9469034451594526,1.070759615820099,0.8666666666666667,0.703186733179637,0.9469034451594526,1.070759615820099,0.00020604829029838116,1.206041620833836,0.0,0.0,0.0,0.0,0.0
s1,2000,0.02,generic_collapse,0.9666666666666667,30,29,0.8332960900859082,0.9940914096183874,1.0796247145411138,0.9666666666666667,0.8332960900859082,0.9940914096183874,1.0796247145411138,0.0003823042384582148,1.1985826428030204,0.0,0.0,0.0,0.0,0.0
s1,2000,0.025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.191171448187362,1.0,0.8864866068260312,0.9999999999999999,1.191171448187362,0.00043168824052105083,1.2922555684068007,0.0,0.0,0.0,0.0,0.0
s1,2000,0.03,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.209671634911813,1.0,0.8864866068260312,0.9999999999999999,1.209671634911813,0.0005399766542331038,1.2938627470722623,0.0,0.0,0.0,0.0,0.0
s1,2000,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.4626466617383609,1.0,0.8864866068260312,0.9999999999999999,1.4626466617383609,0.0008920691468420037,1.4846909671064317,0.0,0.0,0.0,0.0,0.0
s2,500,0.0,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00025,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0005,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00075,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.001,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00125,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.629873761814151,1.0,0.8864866068260312,0.9999999999999999,1.629873761814151,0.0028958757330137053,1.931390739892098,0.0,0.0,0.0,0.0,0.0
s2,500,0.0015,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.629873761814151,1.0,0.8864866068260312,0.9999999999999999,1.629873761814151,0.0028958757330137053,1.931390739892098,0.0,0.0,0.0,0.0,0.0
s2,500,0.00175,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.629873761814151,1.0,0.8864866068260312,0.9999999999999999,1.629873761814151,0.0028958757330137053,1.931390739892098,0.0,0.0,0.0,0.0,0.0
s2,500,0.002,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.629873761814151,1.0,0.8864866068260312,0.9999999999999999,1.629873761814151,0.0028958757330137053,1.931390739892098,0.0,0.0,0.0,0.0,0.0
s2,500,0.0025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.629873761814151,1.0,0.8864866068260312,0.9999999999999999,1.629873761814151,0.0028958757330137053,1.931390739892098,0.0,0.0,0.0,0.0,0.0
s2,500,0.003,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.479209575528939,1.0,0.8864866068260312,0.9999999999999999,2.479209575528939,0.00511498827575178,2.5659925232847964,0.0,0.0,0.0,0.0,0.0
s2,500,0.005,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.479209575528939,1.0,0.8864866068260312,0.9999999999999999,2.479209575528939,0.00511498827575178,2.5659925232847964,0.0,0.0,0.0,0.0,0.0
s2,1000,0.0,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8451707252811987,0.3,0.16664748268243793,0.47875787458714947,0.8451707252811987,0.00018186806373950715,1.0564286337095807,0.0,0.0,0.0,0.0,0.0
s2,1000,0.00025,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8451707252811987,0.3,0.16664748268243793,0.47875787458714947,0.8451707252811987,0.00018186806373950715,1.0564286337095807,0.0,0.0,0.0,0.0,0.0
s2,1000,0.0005,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8451707252811987,0.3,0.16664748268243793,0.47875787458714947,0.8451707252811987,0.00018186806373950715,1.0564286337095807,0.0,0.0,0.0,0.0,0.0
s2,1000,0.00075,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.6629314482701054,1.0,0.8864866068260312,0.9999999999999999,1.6629314482701054,0.0021846826644376675,2.006310438225103,0.0,0.0,0.0,0.0,0.0
s2,1000,0.001,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.6629314482701054,1.0,0.8864866068260312,0.9999999999999999,1.6629314482701054,0.0021846826644376675,2.006310438225103,0.0,0.0,0.0,0.0,0.0
s2,1000,0.00125,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.6629314482701054,1.0,0.8864866068260312,0.9999999999999999,1.6629314482701054,0.0021846826644376675,2.006310438225103,0.0,0.0,0.0,0.0,0.0
s2,1000,0.0015,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.481694141138027,1.0,0.8864866068260312,0.9999999999999999,2.481694141138027,0.0037838139028208793,2.6203022356576935,0.0,0.0,0.0,0.0,0.0
s2,1000,0.00175,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.481694141138027,1.0,0.8864866068260312,0.9999999999999999,2.481694141138027,0.0037838139028208793,2.6203022356576935,0.0,0.0,0.0,0.0,0.0
s2,1000,0.002,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.481694141138027,1.0,0.8864866068260312,0.9999999999999999,2.481694141138027,0.0037838139028208793,2.6203022356576935,0.0,0.0,0.0,0.0,0.0
s2,1000,0.0025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.481694141138027,1.0,0.8864866068260312,0.9999999999999999,2.481694141138027,0.0037838139028208793,2.6203022356576935,0.0,0.0,0.0,0.0,0.0
s2,1000,0.003,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.496016615387005,1.0,0.8864866068260312,0.9999999999999999,2.496016615387005,0.00391176045666847,2.637819557068973,0.0,0.0,0.0,0.0,0.0
s2,1000,0.005,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,3.010723787509624,1.0,0.8864866068260312,0.9999999999999999,3.010723787509624,0.0054640497815441925,3.1931357610882953,0.0,0.0,0.0,0.0,0.0
s2,2000,0.0,generic_collapse,0.26666666666666666,30,8,0.14182663319596317,0.4444796169518888,0.8729471953841804,0.26666666666666666,0.14182663319596317,0.4444796169518888,0.8729471953841804,0.00019658804463088512,1.0911533121089283,0.0,0.0,0.0,0.0,0.0
s2,2000,0.00025,generic_collapse,0.26666666666666666,30,8,0.14182663319596317,0.4444796169518888,0.8729471953841804,0.26666666666666666,0.14182663319596317,0.4444796169518888,0.8729471953841804,0.00019658804463088512,1.0911533121089283,0.0,0.0,0.0,0.0,0.0
s2,2000,0.0005,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.6209731175995772,1.0,0.8864866068260312,0.9999999999999999,1.6209731175995772,0.001641998356866986,1.9746813656879743,0.0,0.0,0.0,0.0,0.0
s2,2000,0.00075,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.364979620676389,1.0,0.8864866068260312,0.9999999999999999,2.364979620676389,0.0029571729870165467,2.5432292299390857,0.0,0.0,0.0,0.0,0.0
s2,2000,0.001,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.364979620676389,1.0,0.8864866068260312,0.9999999999999999,2.364979620676389,0.0029571729870165467,2.5432292299390857,0.0,0.0,0.0,0.0,0.0
s2,2000,0.00125,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.364979620676389,1.0,0.8864866068260312,0.9999999999999999,2.364979620676389,0.0029571729870165467,2.5432292299390857,0.0,0.0,0.0,0.0,0.0
s2,2000,0.0015,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.380346263415262,1.0,0.8864866068260312,0.9999999999999999,2.380346263415262,0.0029822497698972776,2.561897248232895,0.0,0.0,0.0,0.0,0.0
s2,2000,0.00175,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.990911133502393,1.0,0.8864866068260312,0.9999999999999999,2.990911133502393,0.003940745478754151,3.213723412913181,0.0,0.0,0.0,0.0,0.0
s2,2000,0.002,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.990911133502393,1.0,0.8864866068260312,0.9999999999999999,2.990911133502393,0.003940745478754151,3.213723412913181,0.0,0.0,0.0,0.0,0.0
s2,2000,0.0025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,2.983508757433106,1.0,0.8864866068260312,0.9999999999999999,2.983508757433106,0.004012055426301277,3.2056172031147563,0.0,0.0,0.0,0.0,0.0
s2,2000,0.003,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,3.321408907215965,1.0,0.8864866068260312,0.9999999999999999,3.321408907215965,0.004994408450743962,3.582070274632961,0.0,0.0,0.0,0.0,0.0
s2,2000,0.005,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,3.5556401054982323,1.0,0.8864866068260312,0.9999999999999999,3.5556401054982323,0.00718484810665429,3.8382965224451646,0.0,0.0,0.0,0.0,0.0
s3,500,0.0,spoof_liquidity_failure,0.0,30,0,0.0,0.11351339317396876,0.0,0.0,0.0,0.11351339317396876,0.11347884793568849,0.009077140869056997,0.1359098624253014,0.0,0.0,0.0,0.0,0.0
s3,500,0.15,spoof_liquidity_failure,1.0,30,30,0.8864866068260312,0.9999999999999999,1.105283188184574,0.0,0.0,0.11351339317396876,1.3624769088011583,0.006674470374719617,2.2146398565069316,0.49737743468305823,84.85281374238565,0.0,0.0,0.0
s3,500,0.25,spoof_liquidity_failure,1.0,30,30,0.8864866068260312,0.9999999999999999,1.1083048590768683,0.0,0.0,0.11351339317396876,1.5220465254847975,0.0034965801638504115,2.4731329541674483,0.4987371865845906,141.42135623730945,0.0,0.0,0.0
