scenario,n_society,alpha,seed,placement,feedback_strength,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate
s1,1000,0.0,1,,nan,0,,no_def,0.0,-1,0.48068931787854474,-5.003459492437542e-05,0,0.0,0.15021541183704526,0.6008616473481809,0.0,0.0,0.0,0.0
s1,1000,0.0,2,,nan,0,,no_def,0.0,-1,0.5720103271809129,-0.0002918273130632937,0,0.0,0.17875322724403528,0.7150129089761412,0.0,0.0,0.0,0.0
s1,1000,0.0,3,,nan,0,,no_def,0.0,-1,0.7993813981008916,0.0006077014452580363,0,0.0,0.24980668690652863,0.9992267476261145,0.0,0.0,0.0,0.0
s1,1000,0.0,4,,nan,0,,no_def,0.0,-1,0.875766576282664,1.9459611194394528e-05,0,0.0,0.27367705508833245,1.09470822035333,0.0,0.0,0.0,0.0
s1,1000,0.0,5,,nan,0,,no_def,0.0,-1,0.7079662599465268,0.0007546690074611455,0,0.0,0.2212394562332896,0.8849578249331587,0.0,0.0,0.0,0.0
s1,1000,0.005,1,,nan,0,,no_def,0.0,-1,0.7931289381557939,0.00021524303847727315,-2084.0283295578847,-0.9730864461605662,0.23718235944799082,0.9487294377919633,0.06733668341708543,0.0,0.0,0.0
s1,1000,0.005,2,,nan,0,,no_def,0.0,-1,0.7488834238181101,-4.421744887309907e-05,-2179.910309580562,-4.9547513223386295,0.21605200368657834,0.8642080147463134,0.11457286432160804,0.0,0.0,0.0
s1,1000,0.005,3,,nan,0,,no_def,0.0,-1,0.8465690639848042,0.0004507447535612026,-6088.636113093904,-1.3575825844050249,0.2644940694684076,1.0579762778736304,0.11557788944723618,0.0,0.0,0.0
s1,1000,0.005,4,,nan,0,,no_def,0.0,-1,0.9418227323256909,-0.00023165281271683662,-4208.372767541907,-1.8258014309365853,0.294264958795835,1.1770598351833401,0.06432160804020101,0.0,0.0,0.0
s1,1000,0.005,5,,nan,0,,no_def,0.0,-1,0.8766926898677836,0.0005759528910872251,-5652.060240907391,-0.9862720791196607,0.2739147563573494,1.0956590254293976,0.0592964824120603,0.0,0.0,0.0
s1,1000,0.01,1,,nan,0,,no_def,0.0,-1,0.9618930530588659,-0.0001310309918153316,-5135.157457899069,-3.9586266297685646,0.2621612142655597,1.0486448570622389,0.24545454545454545,0.0,0.0,0.0
s1,1000,0.01,2,,nan,0,,no_def,0.0,-1,0.8721777157717602,-0.00030973974746247436,-854.217072349391,-0.27857113421653545,0.22620435327867316,0.9048174131146929,0.295959595959596,0.0,0.0,0.0
s1,1000,0.01,3,,nan,0,,no_def,0.0,-1,0.8622276348853735,0.0006970034919513596,-8302.598496779683,-1.203216802340717,0.26933890521858067,1.0773556208743225,0.25656565656565655,0.0,0.0,0.0
s1,1000,0.01,4,,nan,0,,no_def,0.0,-1,0.907978966161916,-0.00011897048491495427,-4774.9284215684165,-4.0540811657900715,0.28365636142550293,1.134625445702012,0.198989898989899,0.0,0.0,0.0
s1,1000,0.01,5,,nan,0,,no_def,1.0,4,1.0364488714582343,0.00040343335662601574,-10663.173893888365,-2.669804701122919,0.3237611282799125,1.2950445131196497,0.2222222222222222,0.0,0.0,0.0
s1,1000,0.02,1,,nan,0,,no_def,1.0,11,0.9798515942540508,0.0005442624177217332,-1320.3334596875357,-0.24754217756521876,0.23959546202333404,0.9583818480933362,0.42448979591836733,0.0,0.0,0.0
s1,1000,0.02,2,,nan,0,,no_def,1.0,9,1.0286247087534077,-0.00042421506239576453,-2982.5406954356004,-0.7174212192527409,0.248968978450395,0.9958759138015802,0.463265306122449,0.0,0.0,0.0
s1,1000,0.02,3,,nan,0,,no_def,1.0,9,1.062627499195605,0.000764963972060466,-10710.332441535313,-1.4286830561693438,0.27027967256309093,1.0811186902523637,0.5020408163265306,0.0,0.0,0.0
s1,1000,0.02,4,,nan,0,,no_def,1.0,4,1.0655821547714424,-9.999130252349589e-05,-8248.561065499554,-8.417631167921149,0.31951402182846966,1.2780560873138787,0.3653061224489796,0.0,0.0,0.0
s1,1000,0.02,5,,nan,0,,no_def,1.0,4,1.055459841277305,0.0008773349547981076,-13382.492982714437,-1.5564870645721527,0.3296193486083511,1.3184773944334047,0.4489795918367347,0.0,0.0,0.0
s1,1000,0.05,1,,nan,0,,no_def,1.0,6,2.241372224885191,0.0017078656957427922,39793.161095745396,2.4526248228964844,0.5738308523324636,2.2953234093298547,0.7989473684210526,0.0,0.0,0.0
s1,1000,0.05,2,,nan,0,,no_def,1.0,6,1.6091456051228763,0.0008444095686244729,36326.941916426644,4.528476186041797,0.37474156742486664,1.4989662696994666,0.8105263157894737,0.0,0.0,0.0
s1,1000,0.05,3,,nan,0,,no_def,1.0,6,1.6598312007501772,0.0014881305310804594,-12700.11649161065,-0.8983448290435505,0.3959601610664116,1.5838406442656465,0.7842105263157895,0.0,0.0,0.0
s1,1000,0.05,4,,nan,0,,no_def,1.0,4,1.1350221406320078,0.0004945852131698476,2062.634927698411,0.43899303960580605,0.3235626808885223,1.2942507235540894,0.708421052631579,0.0,0.0,0.0
s1,1000,0.05,5,,nan,0,,no_def,1.0,4,1.6316071867169881,0.0016248564386938356,-13375.444069772027,-0.866502078276176,0.39166714264197133,1.5666685705678858,0.7547368421052632,0.0,0.0,0.0
s1,1000,0.1,1,,nan,0,,no_def,1.0,5,2.6964318702002474,0.003048125210537058,91145.41589880176,3.322458145154688,0.682380706852934,2.729522827411736,1.0,0.0,0.0,0.0
s1,1000,0.1,2,,nan,0,,no_def,1.0,6,2.0256937009281772,0.001856704756224114,84085.59269645996,5.031948995455832,0.47341003986985086,1.8936401594794035,1.0,0.0,0.0,0.0
s1,1000,0.1,3,,nan,0,,no_def,1.0,5,2.620836470592374,0.002963282731651225,16695.013773605227,0.6259954578707788,0.6611482511811428,2.6445930047245714,1.0,0.0,0.0,0.0
s1,1000,0.1,4,,nan,0,,no_def,1.0,4,1.5641944224522053,0.0018256616199353918,24167.223580290563,1.470835030519926,0.331136266505757,1.324545066023028,1.0,0.0,0.0,0.0
s1,1000,0.1,5,,nan,0,,no_def,1.0,4,2.393098563666747,0.0035027392233274875,3998.2498617414385,0.12682930595555858,0.5922171578737987,2.3688686314951948,0.9866666666666667,0.0,0.0,0.0
s1,1000,0.2,1,,nan,0,,no_def,1.0,5,2.7356636063884205,0.005463851090634708,174348.30674192123,3.988677213421003,0.6900431481642215,2.760172592656886,1.0,0.0,0.0,0.0
