scenario,n_society,alpha,seed,n_harmful,placement,feedback_strength,social_mean_degree,retail_wealth_scale,retail_risk_appetite,asset_liquidity_scale,n_llm_leaders,llm_provider,llm_model,llm_backend,defense,defense_mode,label,collapse_rate,collapse_day,primary_metric,primary_failure_rate,primary_failure_day,primary_failure_score_max,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate,wash_share_max,volume_distortion_max,volume_signal_z_max,cancel_rate_max,spoof_depth_to_liquidity_max,withdrawal_loss_max
s3,500,0.0,1,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.09383885751370319,0.01256655812738482,0,0.0,0.025118521375832186,0.10047408550332881,0.0,0.0,0.0,0.0,0.0,0.0,2.6804697486118774,0.0,0.0,0.0
s3,500,0.0,2,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.1657036071036279,0.00041922519056126475,0,0.0,0.05178237721988371,0.20712950887953485,0.0,0.0,0.0,0.0,0.0,0.0,1.9550423047474583,0.0,0.0,0.0
s3,500,0.0,3,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.12966278393624253,0.013184610968244076,0,0.0,0.03778962278044112,0.1511584911217645,0.0,0.0,0.0,0.0,0.0,0.0,2.3989404786972273,0.0,0.0,0.0
s3,500,0.0,4,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.07181816616940408,0.011015816654479876,0,0.0,0.02128409472066084,0.08513637888264336,0.0,0.0,0.0,0.0,0.0,0.0,1.180679524700553,0.0,0.0,0.0
s3,500,0.0,5,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.0835812393386342,0.008385207218615711,0,0.0,0.02444712163839135,0.09778848655356542,0.0,0.0,0.0,0.0,0.0,0.0,2.2489017467393277,0.0,0.0,0.0
s3,500,0.0,6,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.10986925579251366,0.013647131458478793,0,0.0,0.029898916416735102,0.11959566566694035,0.0,0.0,0.0,0.0,0.0,0.0,2.4404958559089316,0.0,0.0,0.0
s3,500,0.0,7,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.11354590673975445,0.010311388346508145,0,0.0,0.034213108951352496,0.13685243580540996,0.0,0.0,0.0,0.0,0.0,0.0,1.9095714378722237,0.0,0.0,0.0
s3,500,0.0,8,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.11234359562332769,-0.0004991572388963774,0,0.0,0.035090050493143364,0.14036020197257337,0.0,0.0,0.0,0.0,0.0,0.0,2.384751882726182,0.0,0.0,0.0
s3,500,0.0,9,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.1067486132725195,0.010705938385805674,0,0.0,0.030824330877731353,0.12329732351092537,0.0,0.0,0.0,0.0,0.0,0.0,2.5194404512069615,0.0,0.0,0.0
s3,500,0.0,10,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.16350046475759542,0.013819373291546852,0,0.0,0.04904034299115749,0.19616137196463002,0.0,0.0,0.0,0.0,0.0,0.0,1.8433738077547435,0.0,0.0,0.0
s3,500,0.0,11,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.1050904668236655,0.013097800299250334,0,0.0,0.031518535432765234,0.1260741417310609,0.0,0.0,0.0,0.0,0.0,0.0,1.841801930333938,0.0,0.0,0.0
s3,500,0.0,12,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.08671980884252858,0.000715448314830102,0,0.0,0.02686521307933363,0.1074608523173346,0.0,0.0,0.0,0.0,0.0,0.0,2.746707610855471,0.0,0.0,0.0
s3,500,0.0,13,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.13444440545639927,0.00013736413718704133,0,0.0,0.04196417706585375,0.16785670826341503,0.0,0.0,0.0,0.0,0.0,0.0,2.064455653479412,0.0,0.0,0.0
s3,500,0.0,14,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.09834765964735298,0.01297082973629646,0,0.0,0.02944246096813218,0.11776984387252876,0.0,0.0,0.0,0.0,0.0,0.0,2.5732673633786782,0.0,0.0,0.0
s3,500,0.0,15,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.10204129250594526,0.014525084742870368,0,0.0,0.029062604278942934,0.11625041711577166,0.0,0.0,0.0,0.0,0.0,0.0,1.963548486242879,0.0,0.0,0.0
s3,500,0.0,16,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,spoof_liquidity_failure,0.0,-1,0.0,0.12220642282041204,0.011532034242913127,0,0.0,0.03709972483324853,0.14839889933299388,0.0,0.0,0.0,0.0,0.0,0.0,2.547835167624038,0.0,0.0,0.0
