scenario,n_society,alpha,primary_metric,primary_failure_mean,primary_failure_n,primary_failure_successes,primary_failure_ci_low,primary_failure_ci_high,primary_failure_score_mean,collapse_rate_mean,collapse_rate_ci_low,collapse_rate_ci_high,max_collapse_score_mean,retail_loss_pct_mean,liquidity_stress_mean,cancel_rate_mean,spoof_depth_to_liquidity_mean,wash_share_mean,volume_distortion_mean,withdrawal_loss_mean
s1,500,0.0,generic_collapse,0.2,30,6,0.0950510717728987,0.3730569641314825,0.8118989841018893,0.2,0.0950510717728987,0.3730569641314825,0.8118989841018893,0.00027742978416945164,1.0147901872852534,0.0,0.0,0.0,0.0,0.0
s1,500,0.0075,generic_collapse,0.3333333333333333,30,10,0.19230498083676134,0.5121994835545616,0.9356895832121951,0.3333333333333333,0.19230498083676134,0.5121994835545616,0.9356895832121951,0.00026782380066365776,1.129117144397535,0.0,0.0,0.0,0.0,0.0
s1,500,0.01,generic_collapse,0.4666666666666667,30,14,0.30232388907699753,0.638577003801267,0.980993041103464,0.4666666666666667,0.30232388907699753,0.638577003801267,0.980993041103464,0.00019229408280005815,1.1836066162527232,0.0,0.0,0.0,0.0,0.0
s1,500,0.0125,generic_collapse,0.4666666666666667,30,14,0.30232388907699753,0.638577003801267,0.9717143950315461,0.4666666666666667,0.30232388907699753,0.638577003801267,0.9717143950315461,0.00028642053581001274,1.1729578741361995,0.0,0.0,0.0,0.0,0.0
s1,500,0.015,generic_collapse,0.5666666666666667,30,17,0.3919730700081361,0.7262251442353347,1.0325474425282233,0.5666666666666667,0.3919730700081361,0.7262251442353347,1.0325474425282233,0.00021679832089795202,1.2036892924694231,0.0,0.0,0.0,0.0,0.0
s1,500,0.0175,generic_collapse,0.5333333333333333,30,16,0.36142299619873297,0.6976761109230025,1.0291365440568394,0.5333333333333333,0.36142299619873297,0.6976761109230025,1.0291365440568394,0.00029458591766538475,1.1908704216166273,0.0,0.0,0.0,0.0,0.0
s1,500,0.02,generic_collapse,0.7666666666666667,30,23,0.5907167384187784,0.8820761185551049,1.0430421752738075,0.7666666666666667,0.5907167384187784,0.8820761185551049,1.0430421752738075,0.000286515448996436,1.193095042991689,0.0,0.0,0.0,0.0,0.0
s1,500,0.025,generic_collapse,0.8666666666666667,30,26,0.703186733179637,0.9469034451594526,1.0796359331531764,0.8666666666666667,0.703186733179637,0.9469034451594526,1.0796359331531764,0.0003289492702960989,1.2136790816166119,0.0,0.0,0.0,0.0,0.0
s1,500,0.03,generic_collapse,0.9333333333333333,30,28,0.7867654163738308,0.9815229762087295,1.1090964919900752,0.9333333333333333,0.7867654163738308,0.9815229762087295,1.1090964919900752,0.0004902975609189226,1.2161945764905135,0.0,0.0,0.0,0.0,0.0
s1,500,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.2106157154135382,1.0,0.8864866068260312,0.9999999999999999,1.2106157154135382,0.000649964809237365,1.244636490716258,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0,generic_collapse,0.16666666666666666,30,5,0.0733654237184855,0.3356435050641603,0.8034567821345819,0.16666666666666666,0.0733654237184855,0.3356435050641603,0.8034567821345819,0.0002836597835223004,1.0042697613193916,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0075,generic_collapse,0.36666666666666664,30,11,0.21873920806100708,0.5448643634520511,0.9556419504028254,0.36666666666666664,0.21873920806100708,0.5448643634520511,0.9556419504028254,0.00030410392241409146,1.1407170999871796,0.0,0.0,0.0,0.0,0.0
s1,1000,0.01,generic_collapse,0.36666666666666664,30,11,0.21873920806100708,0.5448643634520511,0.9851006820231805,0.36666666666666664,0.21873920806100708,0.5448643634520511,0.9851006820231805,0.00016690001340500808,1.1556162577926798,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0125,generic_collapse,0.4,30,12,0.24590628116801852,0.5767963974667752,1.0055651348424022,0.4,0.24590628116801852,0.5767963974667752,1.0055651348424022,0.00022139065931801272,1.1744917794155265,0.0,0.0,0.0,0.0,0.0
s1,1000,0.015,generic_collapse,0.5333333333333333,30,16,0.36142299619873297,0.6976761109230025,1.026277018479091,0.5333333333333333,0.36142299619873297,0.6976761109230025,1.026277018479091,0.0002278268295949775,1.1828824305902386,0.0,0.0,0.0,0.0,0.0
s1,1000,0.0175,generic_collapse,0.7,30,21,0.5212421254128504,0.8333525173175619,1.0709919388479308,0.7,0.5212421254128504,0.8333525173175619,1.0709919388479308,0.00025093015368317823,1.2110323136906742,0.0,0.0,0.0,0.0,0.0
s1,1000,0.02,generic_collapse,0.9,30,27,0.7437891742081593,0.9654001112526658,1.0579098391157962,0.9,0.7437891742081593,0.9654001112526658,1.0579098391157962,0.0002856494787715275,1.1908402154737596,0.0,0.0,0.0,0.0,0.0
s1,1000,0.025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.1358739842548007,1.0,0.8864866068260312,0.9999999999999999,1.1358739842548007,0.00043940946032923895,1.2420557439122766,0.0,0.0,0.0,0.0,0.0
s1,1000,0.03,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.1490876743731488,1.0,0.8864866068260312,0.9999999999999999,1.1490876743731488,0.0005424183584584173,1.225114257428076,0.0,0.0,0.0,0.0,0.0
s1,1000,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.2746643567654203,1.0,0.8864866068260312,0.9999999999999999,1.2746643567654203,0.0007858698756731464,1.3007615267248578,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0,generic_collapse,0.2,30,6,0.0950510717728987,0.3730569641314825,0.8309175711638978,0.2,0.0950510717728987,0.3730569641314825,0.8309175711638978,0.0002772100649455687,1.0385469469816995,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0075,generic_collapse,0.3333333333333333,30,10,0.19230498083676134,0.5121994835545616,0.9513068670121481,0.3333333333333333,0.19230498083676134,0.5121994835545616,0.9513068670121481,0.00019700581672625646,1.1422352565861673,0.0,0.0,0.0,0.0,0.0
s1,2000,0.01,generic_collapse,0.4,30,12,0.24590628116801852,0.5767963974667752,0.9829481631271441,0.4,0.24590628116801852,0.5767963974667752,0.9829481631271441,0.00015628827746736157,1.1578906416431598,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0125,generic_collapse,0.5,30,15,0.33154125640533766,0.6684587435946623,1.0078440243820548,0.5,0.33154125640533766,0.6684587435946623,1.0078440243820548,0.00022851535594416188,1.160728274941923,0.0,0.0,0.0,0.0,0.0
s1,2000,0.015,generic_collapse,0.5666666666666667,30,17,0.3919730700081361,0.7262251442353347,1.0504911776004477,0.5666666666666667,0.3919730700081361,0.7262251442353347,1.0504911776004477,0.00020391108224958234,1.2055871880817508,0.0,0.0,0.0,0.0,0.0
s1,2000,0.0175,generic_collapse,0.8666666666666667,30,26,0.703186733179637,0.9469034451594526,1.070759615820099,0.8666666666666667,0.703186733179637,0.9469034451594526,1.070759615820099,0.00020604829029838116,1.206041620833836,0.0,0.0,0.0,0.0,0.0
s1,2000,0.02,generic_collapse,0.9666666666666667,30,29,0.8332960900859082,0.9940914096183874,1.0796247145411138,0.9666666666666667,0.8332960900859082,0.9940914096183874,1.0796247145411138,0.0003823042384582148,1.1985826428030204,0.0,0.0,0.0,0.0,0.0
s1,2000,0.025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.191171448187362,1.0,0.8864866068260312,0.9999999999999999,1.191171448187362,0.00043168824052105083,1.2922555684068007,0.0,0.0,0.0,0.0,0.0
s1,2000,0.03,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.209671634911813,1.0,0.8864866068260312,0.9999999999999999,1.209671634911813,0.0005399766542331038,1.2938627470722623,0.0,0.0,0.0,0.0,0.0
s1,2000,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.4626466617383609,1.0,0.8864866068260312,0.9999999999999999,1.4626466617383609,0.0008920691468420037,1.4846909671064317,0.0,0.0,0.0,0.0,0.0
s1,10000,0.0,generic_collapse,0.36666666666666664,30,11,0.21873920806100708,0.5448643634520511,0.9411503409743217,0.36666666666666664,0.21873920806100708,0.5448643634520511,0.9411503409743217,0.0002223752850515694,1.176341350584223,0.0,0.0,0.0,0.0,0.0
s1,10000,0.0075,generic_collapse,0.5666666666666667,30,17,0.3919730700081361,0.7262251442353347,1.1352924036361414,0.5666666666666667,0.3919730700081361,0.7262251442353347,1.1352924036361414,-0.00010604629740985778,1.3504924204583764,0.0,0.0,0.0,0.0,0.0
s1,10000,0.01,generic_collapse,0.5333333333333333,30,16,0.36142299619873297,0.6976761109230025,1.160214375415445,0.5333333333333333,0.36142299619873297,0.6976761109230025,1.160214375415445,-6.42859501434998e-05,1.3495636807708307,0.0,0.0,0.0,0.0,0.0
s1,10000,0.0125,generic_collapse,0.7,30,21,0.5212421254128504,0.8333525173175619,1.256191383936293,0.7,0.5212421254128504,0.8333525173175619,1.256191383936293,-9.415547475617644e-05,1.4471336307852691,0.0,0.0,0.0,0.0,0.0
s1,10000,0.015,generic_collapse,0.9,30,27,0.7437891742081593,0.9654001112526658,1.3181073929516303,0.9,0.7437891742081593,0.9654001112526658,1.3181073929516303,-7.835638294628934e-05,1.4845447044363747,0.0,0.0,0.0,0.0,0.0
s1,10000,0.0175,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.3262836149460535,1.0,0.8864866068260312,0.9999999999999999,1.3262836149460535,9.023053101760742e-05,1.4848029374631604,0.0,0.0,0.0,0.0,0.0
s1,10000,0.02,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.4557311746287065,1.0,0.8864866068260312,0.9999999999999999,1.4557311746287065,8.282148055166615e-05,1.6471511683456668,0.0,0.0,0.0,0.0,0.0
s1,10000,0.025,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.492243106646385,1.0,0.8864866068260312,0.9999999999999999,1.492243106646385,0.00025972755232648974,1.6262177251609418,0.0,0.0,0.0,0.0,0.0
s1,10000,0.03,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.6197821126064933,1.0,0.8864866068260312,0.9999999999999999,1.6197821126064933,0.00043686454047815705,1.7517515626047293,0.0,0.0,0.0,0.0,0.0
s1,10000,0.04,generic_collapse,1.0,30,30,0.8864866068260312,0.9999999999999999,1.8008594373613205,1.0,0.8864866068260312,0.9999999999999999,1.8008594373613205,0.0007967998876334531,1.882289614818857,0.0,0.0,0.0,0.0,0.0
s2,500,0.0,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,4e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,5e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,6e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,7e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,7.5e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,8e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,9e-05,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0001,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.000125,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00015,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.000175,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0002,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.000225,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00025,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.000275,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0003,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00035,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0004,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00045,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0005,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00055,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0006,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00065,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0007,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00075,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0008,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.00085,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
s2,500,0.0009,generic_collapse,0.3,30,9,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.3,0.16664748268243793,0.47875787458714947,0.8729772904131675,0.00019431294310659172,1.091215502666471,0.0,0.0,0.0,0.0,0.0
