scenario,n_society,alpha,seed,placement,feedback_strength,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate
s2,2000,0.003,1,,0.0,0,,f=0.0,1.0,4,3.0966755154861736,0.0046024684749203645,7885.625411697198,0.0859251238244537,0.8264395237042925,3.30575809481717,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,0.0,0,,f=0.0,1.0,5,2.868481769438114,0.003242221645316634,9903.605541671684,0.1531882586327382,0.7556627759356734,3.022651103742694,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,0.0,0,,f=0.0,1.0,4,3.5053436728144503,0.005588614469696183,4128.951361398562,0.03705189819693617,0.9514520381964123,3.8058081527856498,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,0.0,0,,f=0.0,1.0,5,2.6208690748186103,0.0025608753083505432,6662.038530482445,0.13046486025789517,0.6775370736610353,2.710148294644141,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,0.0,0,,f=0.0,1.0,4,3.771113232837951,0.0054684535488194845,3509.4590487814276,0.03218477650650996,1.0406862179526755,4.162744871810702,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,0.0,0,,f=0.0,1.0,4,2.6537477659529904,0.002518277138667583,7351.138880006154,0.14639490115601927,0.6869480822983449,2.7477923291933797,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,0.0,0,,f=0.0,1.0,4,3.478099538389702,0.004443137612117225,9596.867438705347,0.10832147812024102,0.9398196907590461,3.7592787630361846,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,0.0,0,,f=0.0,1.0,5,3.822080401391779,0.0048193187028236885,5738.7925589112565,0.05971861476770694,1.0566847554488674,4.22673902179547,0.8931795386158475,0.0,0.0,0.0
s2,2000,0.003,1,,0.2,0,,f=0.2,1.0,4,3.10210558712207,0.004695923522695219,7964.589997304836,0.08505840891242526,0.828136155478914,3.312544621915656,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,0.2,0,,f=0.2,1.0,5,2.8622757432967347,0.0033574616761043027,9908.101696109283,0.1479974516636577,0.753723583699348,3.0148943347973916,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,0.2,0,,f=0.2,1.0,4,3.523053351772156,0.005674418114860698,4234.65284092573,0.037425820057921576,0.9569855544861222,3.8279422179444893,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,0.2,0,,f=0.2,1.0,5,2.627197235839543,0.0026154500296154434,6699.909007168608,0.12846869828748203,0.6795143233961093,2.718057293584437,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,0.2,0,,f=0.2,1.0,4,3.8024910581176234,0.005641626059221162,3512.416635050846,0.031223139878865706,1.0504905221330163,4.201962088532065,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,0.2,0,,f=0.2,1.0,4,2.6643000758839976,0.0025380803212988654,7438.674452117644,0.14698229922791445,0.6902452119194363,2.7609808476777453,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,0.2,0,,f=0.2,1.0,4,3.495445392698513,0.00460873089324937,9677.633373723307,0.10530831436529672,0.9452394745665399,3.780957898266159,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,0.2,0,,f=0.2,1.0,5,3.850233893631461,0.004921165488908066,5928.911102556973,0.06042015219799436,1.0654816076181093,4.261926430472437,0.8931795386158475,0.0,0.0,0.0
s2,2000,0.003,1,,0.4,0,,f=0.4,1.0,4,3.105841824958307,0.004833379123150114,7889.682658678212,0.08186222025868195,0.8293035340646291,3.3172141362585164,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,0.4,0,,f=0.4,1.0,5,2.8626125540295226,0.0035099217103954886,9892.36618537223,0.14134407262895324,0.7538337761801087,3.0153351047204353,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,0.4,0,,f=0.4,1.0,4,3.5446390663342657,0.005820862316760377,4346.790490859479,0.037450379891389274,0.9637302097125383,3.8549208388501537,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,0.4,0,,f=0.4,1.0,5,2.6298848072994794,0.0027148387439713375,6761.515764634707,0.12490357601792702,0.6803540772170361,2.7214163088681445,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,0.4,0,,f=0.4,1.0,4,3.820616135557104,0.00575928381958485,3575.325427346048,0.031133069585722286,1.0561539220337657,4.224615688135063,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,0.4,0,,f=0.4,1.0,4,2.680135794364697,0.0024948935752814876,7527.440077676438,0.1513108700011535,0.6951932417503139,2.780772967001256,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,0.4,0,,f=0.4,1.0,4,3.5002788903108057,0.004744704653645717,9690.9504072665,0.10243114639407803,0.9467497852596226,3.786999141038491,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,0.4,0,,f=0.4,1.0,5,3.8469206461121463,0.00502104454697815,5810.606532138947,0.05803663709835202,1.0644463397178108,4.257785358871243,0.8931795386158475,0.0,0.0,0.0
s2,2000,0.003,1,,0.8,0,,f=0.8,1.0,4,3.116319235203439,0.005154124356180601,8023.10830596555,0.0780661223907417,0.8325772015498945,3.330308806199578,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,0.8,0,,f=0.8,1.0,5,2.8576567219362956,0.003613517916349203,9849.995717387588,0.1367038278204097,0.7522801245159991,3.0091204980639965,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,0.8,0,,f=0.8,1.0,4,3.567434304942074,0.006034719806242036,4340.2392696511815,0.03606877623920325,0.970852725443282,3.8834109017731286,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,0.8,0,,f=0.8,1.0,5,2.637499375147294,0.0027779698968413793,6881.699340467632,0.12423472565336802,0.6827332834120688,2.730933133648276,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,0.8,0,,f=0.8,1.0,4,3.831401675356678,0.006059197924182813,3592.6553343685227,0.02973550110635478,1.0595239128758032,4.238095651503213,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,0.8,0,,f=0.8,1.0,4,2.6828964789180416,0.002654068113773979,7549.475453373627,0.14265255646914535,0.696055731311803,2.784222925247212,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,0.8,0,,f=0.8,1.0,4,3.495489347019002,0.004800152159402466,9756.201935392164,0.10192967104238597,0.9452532743808265,3.7810130975233065,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,0.8,0,,f=0.8,1.0,5,3.816792324317155,0.005267544260914573,5740.912525760476,0.054657225471720854,1.0550323117335803,4.220129246934321,0.8931795386158475,0.0,0.0,0.0
s2,2000,0.003,1,,1.2,0,,f=1.2,1.0,4,3.1225697237220227,0.005352942583250926,8046.030002324784,0.07538134959404977,0.8345301862911344,3.338120745164538,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,1.2,0,,f=1.2,1.0,5,2.917332544879933,0.003774541395537204,9951.224634309183,0.13221696482818424,0.7709264333911727,3.083705733564691,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,1.2,0,,f=1.2,1.0,4,3.580478738769348,0.0062338190234341884,4412.254411540867,0.03549614600550692,0.9749285823872642,3.899714329549057,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,1.2,0,,f=1.2,1.0,5,2.651354966294775,0.0029944589884006376,6935.3430618571,0.11615139368903675,0.687062585077466,2.748250340309864,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,1.2,0,,f=1.2,1.0,4,3.811430645319982,0.006372691912238403,3264.6318565992988,0.025691303356260537,1.0532836984712084,4.213134793884833,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,1.2,0,,f=1.2,1.0,4,2.6933520934961215,0.002749762353058176,7601.281466151238,0.13863296076215031,0.6993226501976352,2.7972906007905407,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,1.2,0,,f=1.2,1.0,4,3.505272263177599,0.004940921378123164,9789.82214876276,0.09936689169155383,0.9483099977467789,3.793239990987116,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,1.2,0,,f=1.2,1.0,5,3.8725457249346364,0.00565259065526008,5582.253733847756,0.04952641388685222,1.0724529986795908,4.289811994718364,0.8931795386158475,0.0,0.0,0.0
s2,2000,0.003,1,,1.8,0,,f=1.8,1.0,4,3.131530047344301,0.00577667758314251,8072.766871714615,0.07008403991146218,0.8373298708396524,3.3493194833586095,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,1.8,0,,f=1.8,1.0,5,2.916848437454586,0.0038277664985363873,10013.368646577524,0.1311926830940427,0.7707750500936038,3.0831002003744157,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,1.8,0,,f=1.8,1.0,4,3.6183245666555437,0.0067097713603779165,4634.076285433606,0.034636205146424195,0.9867538283050672,3.9470153132202688,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,1.8,0,,f=1.8,1.0,5,2.653433792658098,0.0030200576164011463,7067.851161204744,0.11736727270128645,0.6877121060302136,2.7508484241208544,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,1.8,0,,f=1.8,1.0,4,3.8324080951042094,0.006635154147806354,3386.2682542428374,0.025594413870905407,1.059799638998899,4.239198555995596,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,1.8,0,,f=1.8,1.0,4,2.71169926389095,0.0029142231835741755,7693.582949448086,0.1323977722843882,0.7050553518602671,2.820221407441069,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,1.8,0,,f=1.8,1.0,4,3.5119018420253463,0.0051148402327088754,9883.261510690558,0.09690430259028057,0.9503815194309463,3.8015260777237856,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,1.8,0,,f=1.8,1.0,5,3.908858049996222,0.0059286215963609955,5593.598578942707,0.04731647801566598,1.0837991639522007,4.3351966558088035,0.8931795386158475,0.0,0.0,0.0
s2,2000,0.003,1,,2.5,0,,f=2.5,1.0,4,3.140572306729636,0.006067777330237613,8222.177518126206,0.06795666538262778,0.8392429560697693,3.3569718242790767,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,2,,2.5,0,,f=2.5,1.0,5,2.9528540865186166,0.0040819251182372335,10211.008063710062,0.12545224332683771,0.7820253058423493,3.1281012233693968,0.8996990972918756,0.0,0.0,0.0
s2,2000,0.003,3,,2.5,0,,f=2.5,1.0,4,3.635670446906032,0.006975574716644076,4632.400674573728,0.033304350411216224,0.992173679596382,3.968694718385528,0.9267803410230692,0.0,0.0,0.0
s2,2000,0.003,4,,2.5,0,,f=2.5,1.0,5,2.6686660408815155,0.003294830627197263,7092.439495135797,0.10795366503710173,0.6924715022730665,2.769886009092266,0.9047141424272819,0.0,0.0,0.0
s2,2000,0.003,5,,2.5,0,,f=2.5,1.0,4,3.8777826628347425,0.0069899622718628904,3321.859196866397,0.02383313837444988,1.0725605761226047,4.290242304490419,0.8946840521564694,0.0,0.0,0.0
s2,2000,0.003,6,,2.5,0,,f=2.5,1.0,4,2.7158005908819094,0.0031325429640493637,7728.696487300855,0.12373257818486696,0.7063367417307195,2.825346966922878,0.9102306920762286,0.0,0.0,0.0
s2,2000,0.003,7,,2.5,0,,f=2.5,1.0,4,3.5264963424843048,0.005481823033222008,9896.931482766813,0.09054206563637579,0.9549416513044171,3.8197666052176684,0.940320962888666,0.0,0.0,0.0
s2,2000,0.003,8,,2.5,0,,f=2.5,1.0,5,3.9452301776735714,0.006195478079564974,5705.843343736837,0.046187011780060454,1.0951640364250437,4.380656145700175,0.8931795386158475,0.0,0.0,0.0
