scenario,n_society,alpha,seed,n_harmful,placement,feedback_strength,social_mean_degree,retail_wealth_scale,retail_risk_appetite,asset_liquidity_scale,n_llm_leaders,llm_provider,llm_model,llm_backend,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate
s1,100,0.0,1,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.5659358325450198,-0.00015068753516173455,0,0.0,0.17685494767031873,0.7074197906812747,0.0,0.0,0.0,0.0
s1,100,0.0,2,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.44555613148078166,-0.0006211652009309037,0,0.0,0.13923629108774424,0.5569451643509771,0.0,0.0,0.0,0.0
s1,100,0.0,3,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.750915968566225,0.0007705614814508008,0,0.0,0.23466124017694537,0.9386449607077814,0.0,0.0,0.0,0.0
s1,100,0.0,4,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.2805393798648163,-3.5096202176064254e-06,0,0.0,0.08766855620775509,0.3506742248310204,0.0,0.0,0.0,0.0
s1,100,0.0,5,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.633315530731454,0.00029870671954471616,0,0.0,0.19791110335357937,0.7916444134143175,0.0,0.0,0.0,0.0
s1,100,0.0,6,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.46578173200052575,-2.6696518189972265e-05,0,0.0,0.14555679125016427,0.5822271650006572,0.0,0.0,0.0,0.0
s1,100,0.0,7,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.376309456825561,-8.038848999666515e-05,0,0.0,0.11759670525798781,0.4703868210319513,0.0,0.0,0.0,0.0
s1,100,0.0,8,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.9198103532588457,9.071015942492523e-06,0,0.0,0.2874407353933893,1.1497629415735573,0.0,0.0,0.0,0.0
s1,100,0.0,9,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6086589555107409,0.00011414901200856548,0,0.0,0.19020592359710653,0.7608236943884261,0.0,0.0,0.0,0.0
s1,100,0.0,10,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7474961496874103,4.726752195926383e-05,0,0.0,0.2335925467773157,0.9343701871092629,0.0,0.0,0.0,0.0
s1,100,0.0,11,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6465438821891258,0.0002600259114779765,0,0.0,0.20204496318410184,0.8081798527364072,0.0,0.0,0.0,0.0
s1,100,0.0,12,0,,nan,-1,nan,nan,nan,0,,,,0,,,1.0,3,1.030972600567738,0.00010078424236003775,0,0.0,0.3221789376774181,1.2887157507096725,0.0,0.0,0.0,0.0
s1,100,0.0,13,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.3167566740848176,-4.341006588039454e-05,0,0.0,0.0989864606515055,0.39594584260602206,0.0,0.0,0.0,0.0
s1,100,0.0,14,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.4042930663773245,-7.54657386848703e-06,0,0.0,0.1263415832429139,0.5053663329716556,0.0,0.0,0.0,0.0
s1,100,0.0,15,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7071069042250051,-0.00011945259646815248,0,0.0,0.22097090757031415,0.8838836302812565,0.0,0.0,0.0,0.0
s1,100,0.0,16,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.697754266485648,0.00022630454799579456,0,0.0,0.21804820827676502,0.8721928331070601,0.0,0.0,0.0,0.0
s1,100,0.0,17,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.9027870128413646,0.00028965559938643127,0,0.0,0.28209383416348477,1.128375336653939,0.0,0.0,0.0,0.0
s1,100,0.0,18,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.5678500622670392,-0.00022931056695419828,0,0.0,0.17745314445844976,0.7098125778337989,0.0,0.0,0.0,0.0
s1,100,0.0,19,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.721532645398037,0.00024985030541114974,0,0.0,0.22547895168688653,0.9019158067475461,0.0,0.0,0.0,0.0
s1,100,0.0,20,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.46645223150282117,-0.0002169967163206311,0,0.0,0.14576632234463163,0.5830652893785264,0.0,0.0,0.0,0.0
s1,100,0.0,21,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.5288353611614831,9.80992161402246e-05,0,0.0,0.16526105036296349,0.6610442014518538,0.0,0.0,0.0,0.0
s1,100,0.0,22,0,,nan,-1,nan,nan,nan,0,,,,0,,,1.0,22,1.1888601887462174,0.00017657276184181682,0,0.0,0.3715188089831929,1.4860752359327716,0.0,0.0,0.0,0.0
s1,100,0.0,23,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6654142773901016,0.00010509933729807381,0,0.0,0.20794196168440676,0.831767846737627,0.0,0.0,0.0,0.0
s1,100,0.0,24,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8149703539860845,0.00019841064785048365,0,0.0,0.2546782356206514,1.0187129424826056,0.0,0.0,0.0,0.0
s1,100,0.0,25,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8954358132185426,0.00028473573847988157,0,0.0,0.2798092085598748,1.1192368342394992,0.0,0.0,0.0,0.0
s1,100,0.0,26,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8728487835168863,-0.00010400468352681492,0,0.0,0.27276524484902703,1.091060979396108,0.0,0.0,0.0,0.0
s1,100,0.0,27,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6265061211519359,0.00041804173507203814,0,0.0,0.19578316285998,0.78313265143992,0.0,0.0,0.0,0.0
s1,100,0.0,28,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.9470960836611003,0.0001261755913879024,0,0.0,0.29596752614409383,1.1838701045763753,0.0,0.0,0.0,0.0
s1,100,0.0,29,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8147263423754523,0.000182702495417092,0,0.0,0.2546019819923288,1.0184079279693155,0.0,0.0,0.0,0.0
s1,100,0.0,30,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.5785628592538796,0.00013101187136943917,0,0.0,0.18075021029268615,0.7230008411707445,0.0,0.0,0.0,0.0
s1,100,0.0,31,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6761441291850779,-0.00019295097472285853,0,0.0,0.21129504037033683,0.8451801614813474,0.0,0.0,0.0,0.0
s1,100,0.0,32,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.5619181437123484,-0.00023068940581707283,0,0.0,0.17559941991010888,0.7023976796404354,0.0,0.0,0.0,0.0
