scenario,n_society,alpha,seed,n_harmful,placement,feedback_strength,social_mean_degree,retail_wealth_scale,retail_risk_appetite,asset_liquidity_scale,n_llm_leaders,llm_provider,llm_model,llm_backend,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate
s1,500,0.0,1,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.4066660411649359,-0.00016616804399657994,0,0.0,0.12708313786404246,0.5083325514561698,0.0,0.0,0.0,0.0
s1,500,0.0,2,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7647483838146515,-0.00019464091355726122,0,0.0,0.2389838699420786,0.9559354797683144,0.0,0.0,0.0,0.0
s1,500,0.0,3,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7929282595874554,0.0005988884613551199,0,0.0,0.24779008112107978,0.9911603244843192,0.0,0.0,0.0,0.0
s1,500,0.0,4,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8941455456915874,0.0002592455829296261,0,0.0,0.27942048302862105,1.1176819321144844,0.0,0.0,0.0,0.0
s1,500,0.0,5,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7036412210110934,0.0007315491639072075,0,0.0,0.21988788156596675,0.8795515262638667,0.0,0.0,0.0,0.0
s1,500,0.0,6,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8512066837174359,-9.932157886158675e-05,0,0.0,0.2660020886616988,1.0640083546467949,0.0,0.0,0.0,0.0
s1,500,0.0,7,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.827275459209237,-5.4856582665070893e-05,0,0.0,0.2585235810028865,1.034094324011546,0.0,0.0,0.0,0.0
s1,500,0.0,8,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.5877355636310759,0.00017475862799119204,0,0.0,0.18359715555467412,0.7343886222186966,0.0,0.0,0.0,0.0
s1,500,0.0,9,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8909487088498615,0.000641862764846161,0,0.0,0.2784214715155817,1.1136858860623269,0.0,0.0,0.0,0.0
s1,500,0.0,10,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.8786519824513526,0.00020954448438789697,0,0.0,0.27457874451604763,1.0983149780641908,0.0,0.0,0.0,0.0
s1,500,0.0,11,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.730970790006409,0.00048120853302311155,0,0.0,0.2284283718770028,0.9137134875080113,0.0,0.0,0.0,0.0
s1,500,0.0,12,0,,nan,-1,nan,nan,nan,0,,,,0,,,1.0,3,1.132025025430797,0.00035316090016532687,0,0.0,0.35375782044712406,1.4150312817884965,0.0,0.0,0.0,0.0
s1,500,0.0,13,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6973474747103355,0.000734943302568607,0,0.0,0.21766469084250845,0.8706587633700338,0.0,0.0,0.0,0.0
s1,500,0.0,14,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.4769553857187527,-2.020898816268891e-05,0,0.0,0.14904855803711023,0.5961942321484408,0.0,0.0,0.0,0.0
s1,500,0.0,15,0,,nan,-1,nan,nan,nan,0,,,,0,,,1.0,4,1.146886477746781,-2.0017186246812343e-05,0,0.0,0.3584020242958691,1.4336080971834764,0.0,0.0,0.0,0.0
s1,500,0.0,16,0,,nan,-1,nan,nan,nan,0,,,,0,,,1.0,3,1.0083409904894245,0.0007151459506748244,0,0.0,0.31510655952794514,1.2604262381117808,0.0,0.0,0.0,0.0
s1,500,0.0,17,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.9410315202261949,0.0003284166933702305,0,0.0,0.29407235007068594,1.1762894002827435,0.0,0.0,0.0,0.0
s1,500,0.0,18,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7939506430069535,-3.1743822829425334e-05,0,0.0,0.24790867552293813,0.9916347020917526,0.0,0.0,0.0,0.0
s1,500,0.0,19,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.7639619702341314,0.0005608043684955686,0,0.0,0.23873811569816603,0.9549524627926642,0.0,0.0,0.0,0.0
s1,500,0.0,20,0,,nan,-1,nan,nan,nan,0,,,,0,,,1.0,3,0.9700715729158794,0.00010161361943241209,0,0.0,0.3031473665362124,1.2125894661448493,0.0,0.0,0.0,0.0
s1,500,0.0,21,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.6604313685246481,7.912906400617211e-05,0,0.0,0.20638480266395254,0.8255392106558102,0.0,0.0,0.0,0.0
s1,500,0.0,22,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.9208283485082397,0.00032699551739860325,0,0.0,0.2877588589088249,1.1510354356352996,0.0,0.0,0.0,0.0
s1,500,0.0,23,0,,nan,-1,nan,nan,nan,0,,,,0,,,0.0,-1,0.48803831916565577,9.854403653144837e-05,0,0.0,0.15251197473926745,0.6100478989570697,0.0,0.0,0.0,0.0
